word2vec-google-news-300,husband,wife,father,mother,son,daughter,brother,sister,uncle,aunt,niece,nephew,grandmother,grandfather,acquaintance,ally,associate,colleague,counterpart,fellow,neighbor,patriot,confidant,companion,partner,supporter,member,follower,emigrant,foreigner,intruder,settler,stranger,visitor,vagrant,opposition,rival,opponent,adversary,competitor,invader,occupier,arab,beggar,blacks,crippled,disabled,jew,mexican,unemployed,native,elderly,indian,woman,chinese,pauper,animal,ape,bird,elephant,chicken,cow,dog,fish,pig,shark,bear,snake,monkey,lion,nature,forest,lake,mountain,ocean,reef,river,tree,sea,beach,island,coast,earth,planet
sympathize,0.19451673,0.18022422,0.16650201,0.16956992,0.16662286,0.1432182,0.1504413,0.114189886,0.16097568,0.12929139,0.13613287,0.13310842,0.12502079,0.10434624,0.15009822,0.17284714,0.20873661,0.12051037,0.07686826,0.3338782,0.10089468,0.18201914,0.155831,0.014650872,0.08606961,0.17291042,0.09662001,0.16465783,0.13116357,0.2228295,0.07179142,0.07801361,0.14529736,0.00039355864,0.1330232,0.14767966,0.07201806,0.07921995,0.123519406,-0.0318575,0.046156798,0.18708214,0.090842694,0.1674262,0.07855302,0.14723295,0.18985066,0.14151023,0.0042974427,0.23604432,0.085494526,0.19563687,0.040498417,0.07910316,0.035468955,0.12490243,0.029473385,0.10857865,0.013659311,0.038737018,0.06673487,0.027386736,0.081464946,0.0068030786,0.06315931,-0.010689293,0.17096232,0.09930123,0.08067571,0.07078009,0.068935834,-0.005838791,0.024087654,0.06011038,-0.047190722,-0.039426852,0.0009412649,0.039298806,-0.011793904,0.033801895,0.0071082595,0.029821968,0.04245323,0.020546619
sympathetic,0.117005855,0.092080995,0.11998505,0.1073089,0.08239801,0.07454602,0.08139818,0.056861263,0.10606914,0.08783838,0.081674926,0.10929171,0.064391695,0.08220336,0.10321161,0.23981445,0.18505542,0.117345594,0.0519586,0.26365843,0.09254822,0.21879567,0.25779933,0.07279776,0.05616114,0.24035421,0.15781215,0.16888422,0.18276845,0.17967416,0.06359252,0.108974956,0.118758425,0.054746617,0.16949907,0.1978347,0.045154072,0.07562328,0.1648299,-0.009705452,0.05698129,0.17080127,0.034253392,0.1730113,0.13781005,0.14354673,0.18137261,0.05578482,-0.040037606,0.2335308,0.04892762,0.19363526,0.0072066593,0.09398471,-0.017930562,0.13388105,0.14902471,0.17758928,0.064016275,0.059641365,0.01739409,0.04962753,0.09939452,-0.0021112375,0.079085566,0.055258695,0.11220295,0.1454991,0.11991822,0.13126516,0.14768516,0.046120718,0.029935163,0.048676312,0.009101141,-0.008267106,0.03260178,0.04929079,0.020924198,0.024416722,0.06167828,0.081972495,0.07060792,0.027069172
compassion,0.17100403,0.14212611,0.1627141,0.23370786,0.13501774,0.16615964,0.15218072,0.14697054,0.12652662,0.1960326,0.17968011,0.08939972,0.19334227,0.13108416,0.13438922,0.10317144,0.0894114,0.11551911,0.04395111,0.2371344,0.16698936,0.29919404,0.12653723,0.10955682,0.04346914,0.096085474,-0.01575176,0.12331871,0.10645693,0.10040227,0.067115836,0.07203394,0.14971659,0.059517197,0.18102558,0.11933905,-0.010559872,0.101923965,0.13691226,0.032215808,0.04849216,0.133633,0.09252823,0.19523467,0.11772935,0.07169499,0.20559426,0.050401203,0.024263352,0.16461731,0.050664853,0.25439247,0.062820435,0.18355729,0.054402884,0.11242638,0.2562986,0.13294083,0.06358574,0.11557373,0.022643184,0.06946069,0.20784588,0.048952777,0.110785134,0.08532408,0.12226442,0.15190983,0.07736078,0.0904005,0.23128255,0.07577683,0.07268884,0.06401066,0.15796581,0.05894292,0.07488462,0.087317616,0.1435274,-0.009257151,0.06759998,0.070418,0.2584546,0.17799136
compassionate,0.1613068,0.14679785,0.16096951,0.20816064,0.14082989,0.13967991,0.13613231,0.10785073,0.122317545,0.18917392,0.163516,0.100866444,0.1753862,0.1091418,0.10745323,0.14576282,0.08922477,0.13189338,0.05526479,0.1912452,0.14110844,0.33035466,0.24255967,0.16677152,0.03415437,0.21356258,0.051801946,0.2031736,0.0983027,0.1377489,0.08313522,0.08557586,0.103269,0.08660145,0.14682451,0.11772489,-0.0446706,0.08526485,0.11280129,0.052828882,0.068461,0.10923476,0.05348915,0.16103043,0.092369884,0.049338765,0.22894476,0.038125586,0.042665824,0.17410229,0.06462199,0.26136032,0.04990594,0.20235628,0.01400593,0.14594077,0.2246871,0.10468493,0.054831285,0.078071214,0.0371273,0.0821818,0.17613275,0.06667362,0.08832761,0.11934062,0.05653454,0.14520521,0.05481409,0.0855048,0.22864348,0.035650816,0.026603855,0.0291945,0.11511756,0.06093144,0.0189449,0.050303657,0.109680444,-0.021659253,0.055340454,0.05485054,0.2926596,0.19613504
uncaring,0.10805092,0.075721055,0.17366783,0.18216023,0.13142991,0.11836477,0.10238943,0.10799894,0.17246969,0.16173646,0.1276807,0.12092973,0.10589356,0.090389065,0.09485943,0.14348483,0.116341144,0.054479122,-0.0062915226,0.1715817,0.12174061,0.19381435,0.17155077,0.07562798,0.023982821,0.06175278,0.039603278,0.10932354,0.12444448,0.14946413,0.14189069,0.13663262,0.12122801,0.052902352,0.2940253,0.1396603,0.035050064,0.094136834,0.18854707,0.05855107,0.14704922,0.21128714,0.21802707,0.21151373,0.16839416,0.24044004,0.23636776,0.14861292,0.05471801,0.2162614,-0.00076790876,0.2682148,0.16835834,0.13304316,0.06896388,0.28121766,0.21563892,0.17085539,0.09058293,0.16606219,0.06269574,0.15332603,0.19152428,0.04745708,0.1483368,0.07940595,0.10505418,0.16334134,0.10273193,0.102185965,0.20488013,0.050444387,0.031726174,0.07781391,0.15462326,0.09948303,0.016089939,0.056091905,0.111970395,0.11263439,0.17092311,0.08168141,0.22235194,0.23237683
apathetic,0.029523814,0.014724934,0.1050521,0.08517207,0.08111097,0.061025977,0.07318337,0.038591664,0.09951802,0.08007717,0.012014936,0.04960628,0.063257925,-0.0016788772,0.07240427,0.071144626,0.15854827,-0.018316431,-0.009614258,0.15773353,0.045927085,0.17541252,0.07901198,-0.03980023,-0.0029135742,0.12335738,0.10598377,0.18531409,0.15970932,0.19083491,0.07069504,0.11972235,0.07560149,0.082971595,0.19862515,0.17786749,0.002630008,0.14964198,0.11520783,-0.008758822,0.0740259,0.1608371,0.17962006,0.1355344,0.22149944,0.20641345,0.18745446,0.11864029,0.08274916,0.24884757,0.04741874,0.1898246,0.17957173,0.04698387,0.039301284,0.19175017,0.102235176,0.14194724,0.03809003,0.0638341,0.0447124,0.07641039,0.0898551,0.021288238,0.05226547,0.005619375,0.095151454,0.051337663,0.09325511,0.05791774,0.14918713,0.08278101,0.08914624,0.03960439,0.082000695,0.042611245,0.062033195,0.012076641,0.07938787,0.10747631,0.10351554,0.08760533,0.09034704,0.15100643
apathy,0.02127787,-0.0036669483,0.05542831,0.03114394,0.05034236,0.026623262,0.05857883,0.01739904,0.09660871,0.046579327,0.033410158,0.07300456,0.047067333,0.015991334,0.088370174,0.03705839,0.10561287,0.04506124,-0.010552921,0.16587736,0.028150795,0.10698381,0.010885778,-0.054833416,-0.034214314,0.08326952,0.045131035,0.0666837,0.11337945,0.17075592,0.035851736,0.06984311,0.04917892,0.054587923,0.13013066,0.244141,0.018656954,0.1353552,0.118025094,-0.036194436,0.07732602,0.14783436,0.13523862,0.13844523,0.20403886,0.15893833,0.14509118,0.06809016,0.0655536,0.1464429,0.062185667,0.1692521,0.14080986,0.03855239,0.023591062,0.09333537,0.06581802,0.062223293,0.04459343,0.07630072,0.03149085,0.045267645,0.07732457,0.013827916,0.011415716,0.029645931,0.09513908,0.04739196,0.061732877,0.00922883,0.17344633,0.11899385,0.06662188,0.046192374,0.07571607,0.03631863,0.014563045,0.0533258,0.099380665,0.085722305,0.057358306,0.1132632,0.061089408,0.046447873
unconcerned,0.020564137,0.03110517,0.07586982,0.043599445,0.09212561,0.0584149,0.06911843,0.013111149,0.05621895,0.023505101,0.03187225,0.10260398,0.022399426,0.024461558,0.104050964,0.07571688,0.12319224,0.040590428,0.11811065,0.16786572,0.049528323,0.025584074,0.14852896,0.007262578,0.023976447,0.08326082,0.06869251,0.107189976,0.018114202,0.14428881,0.113317296,0.03608033,0.18621655,0.05615014,0.11993789,0.13232403,0.10094125,0.08988992,0.07759059,0.03194636,0.04630103,0.08256086,0.007162811,0.060462184,0.06463333,0.20023371,0.07650413,0.010502544,-0.08000464,0.11573309,0.060667742,0.05810142,-0.029147414,0.004562114,-0.070837826,0.15335014,0.032626122,0.08877756,0.09968518,0.048765432,0.1119425,0.08750182,0.043144286,0.079983965,0.061250027,0.022187648,0.077076264,0.0893089,0.057183407,0.09420121,0.16817139,-0.011081078,0.0408579,0.02671177,0.041704867,0.056746773,0.0692233,-0.013833991,0.026220778,0.06743629,0.10755224,0.050701577,0.044539,0.08967487
unconcerning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
indifference,0.05700187,0.09649128,0.10227218,0.10918773,0.072885774,0.07779912,0.06796939,0.05977323,0.12592824,0.13174972,0.10444447,0.084676705,0.118905105,0.0953673,0.14645368,0.14794628,0.08107829,0.08920432,0.09665144,0.1783667,0.066016115,0.11418971,0.06107329,0.061020132,0.03945478,0.041899946,-0.0043945448,0.10894746,0.15933989,0.16922292,0.06357447,0.12244197,0.12125478,0.08449264,0.17151798,0.2100323,0.011485779,0.1177575,0.19434649,0.015386266,0.14421499,0.16241674,0.13970119,0.18791081,0.15005107,0.1183348,0.07289863,0.07048451,0.046918288,0.056087416,0.07173166,0.13943082,0.098623954,0.072651125,0.051062927,0.17708161,0.13543823,0.12862201,0.06951604,0.08990568,0.008178399,0.078459226,0.12366689,0.041478023,0.020229781,0.012812503,0.104415946,0.05168944,0.04997091,0.045818824,0.2912712,0.09036378,0.047332432,0.029767018,0.11480925,0.0738386,0.0027418842,-0.007675486,0.13501237,0.07832758,0.05225997,0.11684229,0.12466626,0.15170372
indifferent,0.025930801,0.04757165,0.10277602,0.08357017,0.06715108,0.061157674,0.052185357,0.01633892,0.08633197,0.045434907,-0.0025459614,0.031037938,0.016913908,-0.013656525,0.09486248,0.13863792,0.17161119,0.0118851205,0.03872885,0.15310502,0.043911047,0.09074922,0.1272439,0.0067039435,0.05653602,0.11478176,0.06459478,0.16743426,0.14639744,0.21911061,0.027612543,0.04861364,0.13128825,0.090551436,0.19895436,0.15062107,0.02041303,0.11720396,0.12279236,-0.011034742,0.113358304,0.1824543,0.162218,0.19200802,0.15004145,0.1813343,0.13222942,0.09277261,0.012970535,0.16403483,0.047993917,0.12790327,0.12995048,0.037046567,0.04557098,0.25842386,0.124033086,0.1112903,0.037200227,0.07478451,0.07424968,0.07352322,0.094130814,0.04598528,0.058985017,-0.030286144,0.10439756,0.04471869,0.0955472,0.10528223,0.17471653,0.05306534,0.014973454,0.032554403,0.036099315,0.012690876,-0.0074091866,-0.005348744,0.043321997,0.07395035,0.12456526,0.057323523,0.11468876,0.1356716
detached,0.05312831,0.074392475,0.113631845,0.16578315,0.07434664,0.073961064,0.065502994,0.06842091,0.037939336,0.09381399,0.025816686,0.02182365,0.09966372,0.03157777,0.03500618,0.023899835,0.061413027,0.020044085,0.0068792747,0.024435202,0.12955353,0.085515216,0.08472021,0.039821595,-0.057436366,0.0038872845,0.055781875,0.10474619,0.08438043,0.14387012,0.09427466,0.17751154,0.1359712,0.13499641,0.16689804,0.097150065,-0.016986517,0.01889179,-0.008442924,-0.0020502203,0.10383539,0.26927474,-0.038979303,0.10357211,0.076417044,0.12314816,0.18564218,0.021303657,-0.06424333,0.14641666,0.046278697,0.14497215,-0.005657838,0.14815122,0.006450364,0.15798587,0.09522763,0.1358402,0.11244425,0.06601599,0.18058822,0.111138135,0.12260851,0.027491879,0.14670303,0.039688144,0.09589306,0.098459765,0.05078521,0.06068241,0.14667907,0.053587172,0.06347351,0.1061705,0.13074487,0.060499754,-0.016685406,0.120413534,0.07057905,0.12786981,0.08181116,0.086816855,0.09738473,0.007696357
detachment,0.15677993,0.12438625,0.1443014,0.17279765,0.12436297,0.10723693,0.07841721,0.07545628,0.17175458,0.17733869,0.11278973,0.08809748,0.1422789,0.11777144,0.19906333,0.058237802,0.073012866,0.10597454,0.050428018,0.09650664,0.122810304,0.1825029,0.024880823,0.06766344,-0.06786007,-0.025261365,0.083979495,0.08101486,0.11324292,0.13443339,0.11757453,0.14634973,0.13482408,0.085967764,0.21183881,0.043948162,-0.018600835,0.047009524,0.111186415,-0.026883673,0.07736776,0.091256976,0.0036690508,0.1066299,0.011269838,-0.0047032307,0.0247694,0.028921241,-0.00022186284,0.066878915,0.20062532,0.096871614,0.03552256,0.19292451,0.034202516,0.06992864,0.107924804,0.039261054,0.035585437,-0.02372035,-0.025060313,0.03192593,0.13288985,0.011699465,0.062210426,0.02385969,0.062393114,-0.0011275886,0.018382156,0.07356548,0.22771485,0.15663165,0.10428932,0.101582825,0.062749594,0.091857746,0.08368664,0.09073383,0.10378528,0.10105903,0.13456443,0.114920564,0.0468929,-0.0053910394
neglectful,0.20209174,0.13176803,0.22754699,0.28098685,0.21706745,0.24076137,0.1559128,0.18800813,0.18004838,0.24808598,0.20093805,0.1393722,0.21862356,0.11313997,0.06779251,0.10666827,-0.0078053162,0.004003952,-0.051307954,-0.03704891,0.17286736,0.07205919,0.17616953,0.08690798,0.057214543,0.011391657,-0.007994886,0.080209754,0.11504901,0.07147888,0.13659777,0.15183148,0.110417895,0.058984652,0.28199518,0.050726134,-0.06441592,0.008643638,0.066208646,-0.03678363,0.062510945,0.23021053,0.11700056,0.2109733,0.1768335,0.20059903,0.24524203,0.059351347,0.07640673,0.17581719,-0.007762132,0.23771109,0.03666427,0.15154973,0.022912053,0.20385441,0.20551072,0.13507336,0.063504666,0.10159034,0.08598681,0.058110118,0.30247313,0.05855721,0.09699137,0.019099439,0.11390327,0.16249897,0.113601096,0.0626384,0.14043696,0.09084481,0.08601757,0.09705546,0.042458285,0.09656339,0.060660984,0.0929536,0.035302263,0.12600872,0.1209426,0.020162644,0.11839608,0.09666607
neglect,0.13715392,0.104125254,0.15882789,0.26964277,0.16180126,0.20446551,0.06866164,0.113480404,0.15604052,0.22595853,0.17933436,0.11264324,0.22363894,0.15140048,0.08699876,0.12967579,0.05358328,-0.043730702,-0.10320508,-0.042265378,0.18253662,0.05120995,0.08453437,0.064643234,0.027630689,0.04664217,0.028894912,0.07609227,0.09866105,0.04770808,0.07005568,0.13504185,0.048109263,0.11279783,0.21631403,0.09391653,-0.09233155,0.02610852,0.040162157,-0.042601652,0.0721664,0.18417567,0.08969981,0.19983047,0.13888913,0.16842796,0.25909323,0.018641403,0.009119471,0.18307444,0.03716353,0.27935717,0.034485284,0.1777319,-0.021920232,0.22612487,0.25541636,0.13130656,0.13300939,0.18529855,0.05120249,0.081921145,0.23976922,0.034863293,0.03722511,-0.015273634,0.19448118,0.10380848,0.053705566,0.09771805,0.18343805,0.12329307,0.09350468,0.019120509,0.032248303,0.11907605,0.07013818,0.12907448,0.034485202,0.11147352,0.086238235,0.046252277,0.045518134,0.029787024
neglected,0.12613067,0.10765851,0.17019084,0.19093268,0.13787976,0.16440141,0.10743684,0.15250033,0.14403166,0.17614177,0.17179675,0.11072724,0.1746347,0.15332283,0.12845089,0.11357931,0.023681657,0.017348232,-0.058355246,-0.012784781,0.14047894,0.028253328,0.090004705,0.09982661,0.061644774,0.07542454,0.010208366,0.0461795,0.17770833,0.045892444,0.034850065,0.03911722,0.12111755,0.077000305,0.2484743,0.020045439,-0.024430418,-0.036489986,0.044283442,-0.06182598,0.05627953,0.1064812,0.104227625,0.19131544,0.19211085,0.3064759,0.3261364,0.0041886806,-0.032801718,0.17835987,0.049662147,0.27066433,0.088239506,0.13962463,0.027051313,0.27986324,0.2017312,0.11376188,0.08970954,0.22147982,0.086534426,0.12598167,0.231111,0.036967035,0.051334042,-0.057539362,0.12893853,0.09261557,0.07790308,0.11461832,0.14462532,0.13715109,0.06673859,0.040036302,-0.00059656735,0.050327413,0.074992135,0.0883618,-0.013884368,0.07017092,0.13291487,0.05800918,0.02258898,0.01951003
neglecting,0.13096598,0.1665823,0.13949537,0.20961967,0.14349177,0.18191846,0.060071852,0.1254429,0.08535021,0.13593978,0.17106532,0.08104181,0.16369185,0.108972825,0.07028245,0.15925261,0.05767519,0.038049843,0.011091036,0.078429714,0.1780498,0.045106772,0.076555334,0.09579801,0.063878916,0.065656744,0.038718324,0.14131095,0.13253087,0.07168903,0.071673445,0.059263937,0.068351865,0.049724977,0.16211268,0.07897904,0.06523034,0.053014193,0.061966628,-0.005455608,0.06062346,0.121070765,0.13591495,0.13745841,0.12503959,0.21217756,0.23782112,0.04629449,0.0477209,0.12404653,0.09797341,0.24380867,0.1197098,0.13389616,0.069575876,0.19799659,0.18888052,0.13206032,0.047380593,0.1919639,0.085111536,0.13253292,0.21610215,-0.006509406,0.037327666,-0.05585344,0.15068167,0.0785148,0.083236285,0.13635792,0.12016256,0.12586774,0.042243972,0.028454075,0.003008286,0.0330505,0.024446258,0.053281356,-0.026311245,0.074220754,0.0780197,0.085675485,0.048591774,0.07995091
unsympathetic,0.13175191,0.089789905,0.1664499,0.17599298,0.10234672,0.108308844,0.08932208,0.08562406,0.15023918,0.15084876,0.10416887,0.08787369,0.08867583,0.09070691,0.13039047,0.15539923,0.19715104,0.0896652,-0.011281604,0.22350502,0.086689815,0.14344035,0.21457502,0.037543766,0.053242326,0.13870913,0.08961157,0.14234704,0.1840076,0.16429617,0.12806472,0.12539087,0.20132676,0.045233313,0.25549456,0.10862688,0.008881483,0.109052636,0.18397066,-0.01723144,0.10440858,0.21815628,0.08184098,0.19016632,0.19727588,0.16526864,0.20245741,0.11166748,-0.0037886694,0.1863049,0.021153076,0.23808616,0.07856019,0.13563964,0.0139179,0.21153392,0.118720934,0.12959145,0.016566714,0.07797435,-0.019733388,0.038401533,0.11226657,0.011936311,0.06981222,0.04107868,0.12979533,0.11867497,0.10032207,0.08835114,0.13062239,0.026748186,0.018585328,0.05975748,0.034088198,0.043056227,0.041901495,0.0032323874,0.065187335,0.0561403,0.097427994,0.018156553,0.057513665,0.015893122
unempathetic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncompassionate,0.13275826,0.08405889,0.11826704,0.16619197,0.071279965,0.076722234,0.090316564,0.07821819,0.11482781,0.14710397,0.098252855,0.04162301,0.13088048,0.06391831,0.12742165,0.14636415,0.101924255,0.08521742,0.034309108,0.12671895,0.17328908,0.26006278,0.11893829,0.060002606,-0.0012114219,0.07689891,-0.0050652716,0.13087112,0.10227464,0.14970608,0.124654226,0.1741104,0.088644564,-0.06336054,0.30672812,0.16349243,-0.005631338,0.14933357,0.2223285,0.04174941,0.18903333,0.28253803,0.1815048,0.27906352,0.26831517,0.17839268,0.24984463,0.31436473,0.11339038,0.20776439,-0.026265057,0.2767267,0.14909412,0.16751912,0.12215666,0.23714082,0.22459497,0.1654942,0.06726193,0.14852302,0.13648221,0.11514851,0.17893401,0.08705378,0.16566052,0.115780964,0.12396003,0.16270706,0.13064423,0.07913682,0.23085013,0.03675177,0.0067071994,-0.002714841,0.08163852,0.043237492,0.011308664,0.061736673,0.05386549,0.031191278,0.04021166,0.0054759737,0.14894876,0.13633057
disregard,0.021387607,-0.021138305,0.06216674,0.053744707,0.04421944,0.02191513,0.056725938,0.014305817,0.04825842,0.0606455,0.065164916,0.08427691,0.03064997,0.062306456,0.042961907,0.08152588,0.13171044,0.058953367,-0.012540024,0.14572525,0.05376697,0.121257335,0.07252749,0.047697112,0.0062120296,0.0637866,0.06040023,0.11130642,0.07131574,0.11456701,0.055465475,0.07790764,0.1301167,0.04710547,0.088041544,0.16155303,-0.041656505,0.08807221,0.07905556,-0.019832794,0.011888496,0.17738101,0.07627323,0.11765139,0.13641839,0.08258485,0.07112451,0.04726152,0.03161024,0.045157857,-0.018767409,0.107868925,0.035825647,0.052426517,0.015399241,0.1018338,0.16163172,0.16770194,0.071279265,0.07147423,0.09502452,0.09412636,0.12919295,0.07359058,0.087511934,0.06490142,0.15056866,0.0800898,0.028723568,0.07905706,0.2616279,0.05089086,0.007925311,-0.018575486,0.059153706,0.05423137,0.008621136,-0.0077089886,0.040302057,0.07009682,0.038960963,0.02034288,0.08789831,0.0653462
disregarded,0.045971256,0.022087332,0.10070781,0.085297614,0.061528392,0.06655483,0.048914585,0.034178726,0.080807395,0.078734316,0.06634092,0.082639016,0.050636314,0.10224348,0.060087003,0.113314986,0.10354943,0.0575747,-0.020907475,0.13915637,0.064617425,0.09145428,0.13248569,0.016393926,0.010985915,0.07966357,0.08752143,0.1106211,0.08359736,0.09521198,0.06548141,0.070623234,0.090029985,0.05291009,0.10056451,0.08761051,0.009703512,0.04430206,0.09320274,-0.0065832585,0.032881215,0.16638866,0.04871502,0.06023065,0.108664,0.1747471,0.124983184,0.030335953,0.0022127568,0.020797482,-0.007477551,0.08989716,0.036965575,0.07713337,-0.0145264715,0.1681138,0.10499161,0.117348105,0.074813984,0.07555085,0.09263423,0.0967227,0.062418368,0.032596834,0.04599496,0.032174,0.13943583,0.045301378,0.004832788,0.013746291,0.15337048,0.043721717,0.063810095,0.03399684,0.02624159,0.06296402,0.074807554,0.05919095,0.015906503,0.064204045,0.09912786,-0.0022352703,0.057949822,0.051150747
disregarding,0.0020928688,-0.018482786,0.030882927,0.02776054,0.019781703,0.030410754,0.0043076817,-0.013965233,0.033030897,0.032142926,0.044753723,0.047269467,0.018434344,0.06086827,0.0062822457,0.0946223,0.0657229,-0.0061456678,-0.019434733,0.13324375,0.0151676005,0.07573629,0.054443453,-0.012098567,-0.06010388,0.03077092,0.05040081,0.13545941,0.036559056,0.09575012,0.05634436,0.10237549,0.07035618,0.02164745,0.05415246,0.13580099,0.046591625,0.07000801,0.0696822,-0.012697068,0.02907441,0.16857843,0.08100314,0.0784575,0.14163549,0.10851446,0.08439971,0.07996087,0.11247539,0.025128854,0.020819942,0.046068564,0.15118136,0.040460687,0.0799954,0.09700479,0.12642707,0.101151206,0.051970832,0.05407857,0.09165065,0.032968964,0.09746598,0.053711843,0.015476176,-0.0030907858,0.12204553,0.0044632107,0.0303973,0.024279661,0.14310886,0.077091955,0.0887426,0.046927474,0.0856413,0.080063835,0.083792,0.06520872,0.08303004,0.049888343,0.077233,0.023828123,0.038231853,0.07959462
ignore,0.022421462,0.012944095,0.06802763,0.07880314,0.062333554,0.056059334,0.037472453,0.008641044,0.032071497,0.025033783,0.035477597,0.04390653,0.039686196,0.061161406,-0.0070976517,0.1255803,0.13693431,0.013626761,-0.0018657355,0.15280636,0.07084151,0.06112122,0.104191855,-0.0011811832,0.020059751,0.047988825,0.058561347,0.1653054,0.074140035,0.09255153,0.018658407,0.08063675,0.14516003,0.03757365,0.05471324,0.13923207,0.0224506,0.08072407,0.12209116,0.01063359,0.034717783,0.16829544,0.08486093,0.0820022,0.11617209,0.10423194,0.08435201,0.08858095,0.054776184,0.04888977,-0.0026402907,0.097855374,0.041621406,0.023837408,0.05330735,0.124611594,0.11885908,0.14539163,0.09316067,0.14148806,0.104601726,0.09364525,0.096960574,0.05424767,0.07931162,0.032062296,0.23891705,0.05720157,0.059915442,0.073589295,0.20549612,0.028169142,-0.004404005,0.06597964,0.06601598,0.06442711,0.0037018477,0.041723616,0.027596435,0.09430593,0.06440959,0.10255121,0.054979328,0.08282
ignores,0.027983004,0.053996366,0.07487483,0.08490203,0.058866598,0.060019065,0.05873471,0.065593846,0.04516895,0.046121012,0.08074713,0.064370394,0.04720298,0.07106277,-0.0029097195,0.1330338,0.04166205,0.037310753,0.048645075,0.09207441,0.08624955,0.09646918,0.06978777,0.04993299,0.014086079,0.13329367,0.09600456,0.14019017,0.14524597,0.056115218,0.025949847,0.13606739,0.13771467,0.07095572,0.097113885,0.13210934,0.060821127,0.09356401,0.17293905,0.088171326,0.07375151,0.1739701,0.10850933,0.11599615,0.1144244,0.1286272,0.11372372,0.11558014,0.08944815,0.05137796,0.016550535,0.08746919,0.08514302,0.04032906,0.07884011,0.1904303,0.10572796,0.15863894,0.0695327,0.1394699,0.11599548,0.075421356,0.09546968,0.056153115,0.07954643,0.046184186,0.13513139,0.060997605,0.07138828,0.08659329,0.18639237,0.06735097,0.023965051,0.023161832,0.052789632,0.02997211,0.039232235,0.030127615,0.018992433,0.046646405,0.08177083,0.026200488,0.053808037,0.10720922
ignoring,0.04526148,0.03657129,0.081678756,0.07470623,0.06551424,0.06838647,0.058531947,0.03460611,0.07472106,0.04977603,0.06713213,0.078023255,0.05343628,0.07880431,0.0024635254,0.12696385,0.034147378,0.0450219,0.01721042,0.14673184,0.08692904,0.047501836,0.085338734,0.004998891,-0.017891428,0.07265507,0.03371202,0.15134567,0.04829568,0.059990402,0.05241267,0.08284015,0.11821676,0.036073714,0.08134161,0.16690882,0.08480488,0.07152436,0.08629551,0.018213898,0.029042082,0.18076283,0.07832663,0.08534428,0.13138641,0.15598321,0.10965062,0.070797764,0.08033218,0.06308209,-0.0069538793,0.11522919,0.08085556,0.05145867,0.05582293,0.115423046,0.11558873,0.15476717,0.060713384,0.16753852,0.10726158,0.07558187,0.10021893,0.042451326,0.058549073,0.031804588,0.1520697,0.04035692,0.053503484,0.052389976,0.11610256,0.101654045,0.061079334,0.045742426,0.077153906,0.07709348,0.04214823,0.0769234,0.051367894,0.08999711,0.06255776,0.076311305,0.039395474,0.102602474
ignored,0.049853686,0.04966264,0.12069402,0.11257047,0.07633651,0.08293862,0.069166765,0.058276583,0.124147266,0.10833449,0.0862088,0.09651173,0.08881125,0.121712185,0.0646694,0.13008323,0.06975317,0.044715684,-0.008937847,0.09869786,0.07662598,0.041476995,0.14360097,0.025252195,-0.024363996,0.14001942,0.061545715,0.11076016,0.10107048,0.057953723,0.06842987,0.07948418,0.10462236,0.045562092,0.11086094,0.17711201,0.033536617,0.05306472,0.080562815,-0.014578774,0.024244387,0.118803546,0.052189384,0.083854266,0.14074239,0.2207855,0.14622933,0.044941023,0.0052886964,0.05830711,-0.011022796,0.1296833,0.014033997,0.059136063,0.0015893317,0.16611993,0.104702294,0.13825294,0.07131203,0.14198944,0.10122336,0.06277717,0.081952736,0.04937641,0.03669855,0.0363798,0.1378944,0.050366823,0.0413267,0.033297606,0.12239177,0.0567184,0.05391251,0.02973935,0.035653774,0.050344065,0.065298155,0.0335841,0.016606482,0.07212356,0.07266464,0.044969194,-0.0006554444,0.024634834
