1990,care,cares,caring,cared,nurturing,nurture,nurtures,nurtured,help,helps,helping,helped,concern,concerns,concerned,concerning,empathy,empathetic,empathize,sympathy,sympathize,sympathetic,compassion,compassionate,uncaring,apathetic,apathy,unconcerned,unconcerning,indifference,indifferent,detached,detachment,neglectful,neglect,neglected,neglecting,unsympathetic,unempathetic,uncompassionate,disregard,disregarded,disregarding,ignore,ignores,ignoring,ignored
husband,0.17482424997086096,0.203583890204917,0.2822635556942174,0.3067887539485003,0.1501119882748555,0.1372483410407016,NA,0.13003236485958702,0.15351872605147043,-0.04847282321342983,0.09612475351510454,0.10161252590298976,0.14871817491370287,0.039016399176271456,0.012531035845786574,0.0069787531488093475,0.11995219379030897,NA,0.1319632200127646,0.17695578108438512,0.11574403824925435,0.037808142488964344,0.14981151501446466,0.1415531184154616,NA,0.058264613800290174,0.025545646771632992,0.09425563170907314,NA,0.11556197535359401,0.10299636291755054,0.09641925733073771,0.029046321103212244,0.13633307109746023,0.1789636658859645,0.15234378562296033,0.06361268095576807,-0.030111519575965535,NA,NA,0.06127726274918063,0.0492367713888417,0.0602616629044741,0.05918595863350904,0.030148461081655947,0.08348605194719769,0.07136465137567836
wife,0.1830436562534066,0.2108296124424164,0.2540165910711464,0.22821552243847767,0.18550115292631644,0.10971737608212456,NA,0.06228337228220874,0.13716821933647075,-0.03177517088676628,0.12106317885292074,0.12923869445130146,0.08198410331184607,0.03733946768334584,-0.014535064490742032,0.008031350169810485,0.09729804295711128,NA,0.12384229052255658,0.15866094332452513,0.13004140098118097,0.035804223340082764,0.12130068802194396,0.1486201389707281,NA,0.07484125836772373,-0.00820293334026921,0.0922449991580083,NA,0.012002061855676082,0.09375078062165298,0.03653379666411434,0.000773455439099742,0.17254626659734568,0.11161590720167254,0.0731477115025339,0.10013862221737047,-0.00972093151858232,NA,NA,-0.03016005235903287,0.014096736220706774,0.048450884827291325,0.007171387892035817,0.016848534372103402,0.05528010154646307,0.01171889861626751
father,0.1217634360803243,0.20415789575148938,0.1952918598351022,0.25303222887914417,0.14042958883154105,0.12133529335360665,NA,0.036367043649534254,0.2077518114531931,-0.00882441366404721,0.09987781170019808,0.14086260442680962,0.13026364461473572,0.052064672210824656,0.004730158049634212,0.06876719912854394,0.07223684542363795,NA,0.07705876383987617,0.15455993635956444,0.0829179939509279,0.047385110596331596,0.1483561895276155,0.19722026749648905,NA,0.05847331400500203,-0.015125413728586508,0.10860578898521508,NA,0.030928454912740527,0.06504775724976997,0.09544627033863713,0.07173804098174848,-0.001806087570645126,0.1708748543096662,0.10656487355087459,0.03246316551970833,0.041790580383358734,NA,NA,-0.0011164844670105106,-0.04761939990973856,0.05665624945541678,0.008854505486173746,-0.04889537136021076,0.01392444677373457,0.05537478268558845
mother,0.22867620577110237,0.20004946807560225,0.30225300010679557,0.3291227408577783,0.22369425507095966,0.21251378435433985,NA,0.11254357039666506,0.19981479874661606,0.040556957133182345,0.1279133557105187,0.046717693652419234,0.15917669945988722,0.0941730071165423,0.1065411943637464,0.08673783892926322,0.1398522830356296,NA,0.14910509968343863,0.15474320183171628,0.11829961568146945,0.09339542107554245,0.17134105741690825,0.2102353757744131,NA,0.049771064529689456,0.06700056864564262,0.13129395052114856,NA,0.028134431035007658,0.09028951521931051,0.0712494485994021,0.05454865797518385,0.09451971765784571,0.11951550724377978,0.14910502530170172,0.032945798961118884,0.042495556107887786,NA,NA,-0.006064221778706936,-0.05078411205694453,0.03860568381582316,0.09765792628825959,0.04007351028425305,0.0940927761792285,0.11028488094955598
son,0.10277375267020912,0.1962198646883531,0.1493148066297897,0.18136938675763545,0.13558541960869977,0.1109082484997883,NA,0.10420147531202081,0.09612593390536674,0.012083879656796014,0.004638950412786597,0.04271479993177354,0.07097887319223202,-0.005897875375377283,0.021087322729509334,0.04577772936465107,0.0013999453324323354,NA,0.05399868856677298,0.06726724849305013,0.08225366307983871,-0.021644944654183023,0.07198182769471421,0.20522559556189843,NA,0.13472475753482294,-0.0032612556019080948,0.08433100840441315,NA,-0.029311040419509517,0.05013389673158101,-0.05265335386729189,0.06737017620870829,0.07258021502154999,0.006859632815802996,0.025292170437679583,0.007474648518857891,0.0541265187975374,NA,NA,-0.046747094712183725,-0.031318207987996234,0.022082022813241974,-0.02685999299486729,-0.08307630089520197,-0.04230517819709166,-0.002526461863748823
daughter,0.14695549573106292,0.1494719985664139,0.20032892565050622,0.21821293800344171,0.14642179778729103,0.10128973190066971,NA,0.06290439121685075,0.06908612147668165,-0.056999011141949635,0.0370728147057077,0.05628128843515446,0.06210836453051709,-0.03895854184821023,-0.006490564144710692,0.024800202540744914,0.011721097620079465,NA,0.05816285070654911,0.07303928739228299,0.03161640059059935,0.05306418809193415,-0.0011286959910258667,0.20295460765733372,NA,0.015608997450661782,0.009018627825037337,0.08320983365663279,NA,-0.035398712104467434,0.004256642897231851,-0.004629233226255991,0.04868570027960323,0.11148016577638152,0.025803186353367043,0.0878811930117777,0.030871390017213136,0.011676349642468838,NA,NA,-0.10645599661256545,-0.06510609334103787,0.004142345031967614,-0.03708182368336388,-0.07934740169212423,-0.057136478642768516,-0.06163922138711997
brother,0.1452893437183427,0.16898183462181182,0.221163875290847,0.2528445645253469,0.18588968379083765,0.08532701405163201,NA,-0.036229174782656304,0.17335419141434433,0.0023436876866925038,0.13631526183463288,0.12842220320419595,0.09253761565034416,-0.021053656794637752,0.01721108479992189,-0.009257172960786451,0.10198123762192912,NA,0.09800549516958436,0.14103203541021017,0.11312300090559876,0.02891408760016554,0.10281642842216904,0.18436287509966162,NA,0.07251210378838911,0.017013575750285618,0.049529075021217256,NA,-0.021647725690184222,0.02647881192012927,0.012954263171540921,0.06078524513580547,0.12395260981970346,0.051217325633171724,0.047889373642091365,0.01823547361251109,0.03769208275474851,NA,NA,-0.004795059608488638,0.02967707273863515,0.10749349865874604,0.004782554600684071,-0.059097354671929996,0.0219667898281169,0.009437629787211636
sister,0.15780231656813845,0.14212410346321463,0.23186979137403793,0.28710665033712346,0.17830259782708593,0.09859345385130892,NA,0.021720025684170752,0.14781420147752194,-0.028027324844606342,0.13688900563627546,0.07570539552226214,0.11135110209943799,-0.011854422819542567,0.0015107270199686681,0.026031219419266744,0.1038398828931904,NA,0.10140772993184553,0.12527168604148436,0.06997558335725147,0.019092852567326003,0.12481482618171232,0.17012850913566155,NA,0.06938281730789446,0.00046846350773041274,0.037223905083561014,NA,0.04983159080935723,0.05214259183036027,-0.006010479855280906,0.07462803977543121,0.1090626477159402,0.030817795220459427,0.06454937123565022,0.009900017693427621,0.05197957650999656,NA,NA,-0.04740301244037037,-0.031996212906844554,0.035580900121435,-0.01563915199743762,-0.048313469135631115,0.009900743787779782,-0.0023237674290234344
uncle,0.07451763955322899,0.12409983954615957,0.04933912470613444,0.20384884716122142,0.06793949560098861,0.03860981794295045,NA,0.01566381688694174,0.06766498596557799,-0.07163086113965143,0.061263737720530294,0.06366226193743377,0.06866843972190716,0.022002389116796466,-0.0010193505211517273,0.020481437922696872,0.05262344341243657,NA,0.037778498057178256,0.0731989600668803,0.024300459068699647,0.01326620894037567,0.07020428763331257,0.12310873216279801,NA,0.043698519169843394,-0.023743650922031286,0.06035278236167248,NA,0.009412111682965468,0.03360956822962541,0.01222127760374271,0.02191106603332172,0.09302183893476161,0.045729314668340064,0.042653345822885345,-0.00824034731918705,0.10283493012497007,NA,NA,-0.08304260035738253,0.0241407323425946,0.028099482445068182,0.046602052405665936,-0.03697369539042852,0.02950363297248782,0.08886760964437629
aunt,0.1787572639643484,0.20853814925559047,0.12106708431701715,0.2984548274012699,0.0657679560347709,0.05058795421777829,NA,-0.008041794834079748,0.11221279679225292,-0.06881110196233127,0.08963848821209909,0.09076708410142094,0.038549406991149615,0.021383442466901843,-0.03179014304892078,0.012269357234962567,0.057563710705637684,NA,0.05729116969403976,0.09277554493230432,0.06762395892147181,-0.01712801717550954,0.07389379600772285,0.15915865774957705,NA,0.09715555200954949,-0.005191320276003905,0.020764919974469043,NA,0.07565790849983137,0.11064251601715833,-0.04270580960861255,-0.07010303041321143,0.0900036516087742,0.046092091303038846,0.04701527241312257,0.05850507218423832,0.06785384918340687,NA,NA,-0.07653650813020953,0.011415190787120392,-0.006192140167124252,-0.007008464949540742,-0.004600457574926958,0.07484957692609191,0.008111931404099444
