1970,care,cares,caring,cared,nurturing,nurture,nurtures,nurtured,help,helps,helping,helped,concern,concerns,concerned,concerning,empathy,empathetic,empathize,sympathy,sympathize,sympathetic,compassion,compassionate,uncaring,apathetic,apathy,unconcerned,unconcerning,indifference,indifferent,detached,detachment,neglectful,neglect,neglected,neglecting,unsympathetic,unempathetic,uncompassionate,disregard,disregarded,disregarding,ignore,ignores,ignoring,ignored
husband,0.16813937093795436,0.14149350510756314,0.22382756987625635,0.19840624087775682,NA,NA,NA,NA,0.06878013946322652,0.02259380188575746,0.15350311270884298,0.10164008508220179,0.02534244753585077,0.08057094338139088,0.032365245821933966,0.04385783031977722,NA,NA,NA,0.12977697557467174,NA,0.10823870451345592,0.1437836447434016,NA,NA,NA,-0.03322095348134338,NA,NA,0.03856175008424509,0.11390937197793614,0.032667875253910586,0.031909645677582796,NA,0.0677632566382518,0.13453036208462468,NA,NA,NA,NA,0.017903883642528522,NA,NA,0.026583215335310773,0.10003196809689448,0.09830468154890411,0.02048426342623935
wife,0.1769118562669798,0.14353172149973167,0.2131561543056337,0.1935820374898759,NA,NA,NA,NA,0.048186079102923475,0.008910076422257279,0.10440641307010966,0.09411280855937243,-0.006024121330686479,0.04803201572384808,-0.007352350961686049,0.013592774888022454,NA,NA,NA,0.1110735607136298,NA,0.11073242777762825,0.09234316444042037,NA,NA,NA,-0.10214665250429886,NA,NA,-0.0003107019901180439,0.024286594979575596,0.02275218030310076,-0.021752581303308007,NA,-0.041135119009246046,0.10969656780449416,NA,NA,NA,NA,-0.01412539433039716,NA,NA,-0.027114938888134606,0.040266938720941337,0.029231411064328083,-0.053385585973145945
father,0.08327065538772416,0.11566202422380649,0.1606049572473818,0.14914542424182614,NA,NA,NA,NA,0.09660058133568208,0.006936210033304977,0.05296571038859346,0.10673042773334689,-0.07543504702349371,-0.019090451914866042,-0.05922169120100078,-0.05914645642317859,NA,NA,NA,0.05640317316699929,NA,0.015740355568257494,0.06528399617600603,NA,NA,NA,-0.058051428536868864,NA,NA,-0.023942165823677773,0.044474230206989936,-0.03342099866861675,-0.013416736850451177,NA,0.025476233267277344,0.06878390772460269,NA,NA,NA,NA,-0.05668633018838582,NA,NA,-0.06333439048014873,-0.024009236148898168,0.0005356656185736953,-0.025653279436524772
mother,0.18882107259433348,0.11407818083422483,0.17815833363320846,0.1640754140343888,NA,NA,NA,NA,0.12725581419865847,0.07743527480476714,0.1341840709350755,0.09980854620478409,-0.07296892570535062,0.05688430171303812,-0.04670154007244176,-0.0587624258276474,NA,NA,NA,0.07003771162519563,NA,0.04818355310046612,0.09413804491426045,NA,NA,NA,-0.07360399285820712,NA,NA,0.003717174136963327,0.037960239235871183,-0.01258243801507211,-0.03611771936009051,NA,-0.016363301458864235,0.09705456943021704,NA,NA,NA,NA,-0.04310616034735805,NA,NA,-0.024837619548274417,0.03827479606750867,0.039526399246486266,-0.06768227295657407
son,0.01126674459675686,0.1339922291043563,0.17052872629445565,0.07569602806721375,NA,NA,NA,NA,0.06825678543460541,-0.00866293594219916,0.020379964532724143,0.06356775167066421,-0.010304521105895116,-0.0002165724211999529,-0.13444794991330591,-0.02570411959945713,NA,NA,NA,0.11196685142709617,NA,0.042524063862232286,0.07026066417218889,NA,NA,NA,-0.04391058989077622,NA,NA,0.004867282594241741,0.04590402560696022,0.027655246257579,0.009287028298876104,NA,0.035721768064506935,0.08395844684170872,NA,NA,NA,NA,-0.0256720118159974,NA,NA,-0.0427516085542679,0.050095042898785094,0.027111775299898864,-0.0019279278581027578
daughter,0.12997589675549054,0.15688552815947143,0.2029594455183315,0.1709059454536669,NA,NA,NA,NA,0.08174301413496309,0.04765157302353264,0.07831712972785958,0.04365855208884828,0.025784703474963186,0.08772104244307118,0.02638926877217838,0.07311837738891519,NA,NA,NA,0.11497612040579484,NA,0.12634645122547242,0.08956452632280315,NA,NA,NA,-0.021074630957655858,NA,NA,0.04544731452888465,0.08857742121971773,0.04852198068409398,-0.008270630255315797,NA,0.04687666629686045,0.12928150200053967,NA,NA,NA,NA,-0.01096959199095911,NA,NA,-0.029139837853384927,0.07145987715397158,0.06276813001225029,-0.0026794533777485747
brother,0.02242383120631459,0.16830024177079053,0.14665007900846466,0.10665930407781087,NA,NA,NA,NA,0.13981933833158666,0.10567067839457517,0.14004597750842365,0.09438949971382124,0.01877903249317607,-0.013209996128948692,-0.05147374380893397,-0.014496233582976305,NA,NA,NA,0.08856326655305703,NA,0.08802811379307857,0.09543696210794063,NA,NA,NA,-0.030121450626804824,NA,NA,-0.03304378877294341,0.02706243061416192,0.03624970305805363,-0.0023984616657194043,NA,0.032151752969577264,0.09259368211369756,NA,NA,NA,NA,0.0060849271552626235,NA,NA,-0.02396948800962039,0.08651019911555596,0.054571152290997925,0.05368472526989604
sister,0.167748407223427,0.21222952369627027,0.19567772820758209,0.18306273161408748,NA,NA,NA,NA,0.1241290734562747,0.05422304561093424,0.1307177202101886,0.017770776180726536,0.0789543757711086,0.04396654281169293,0.004340077986719299,-0.03917183937084377,NA,NA,NA,0.07608541941128105,NA,0.14603307014046146,0.10836568135394835,NA,NA,NA,0.017316079870024374,NA,NA,0.00820025716182239,0.10303210584678736,0.030642915684164142,0.06776604245226545,NA,0.05474684025302314,0.12039133428257692,NA,NA,NA,NA,0.013473187683189058,NA,NA,-0.05088137992940319,0.05974693265318578,0.0762453521957891,-0.0022567287819903374
uncle,0.026132274075686683,0.14735527955743508,0.1450510232179271,0.18557123401164863,NA,NA,NA,NA,0.09845455272572703,0.08563981189530231,0.09236226096099635,0.11821355064340472,-0.09384346305080028,0.002641467771669282,-0.025120710673638268,-0.017272016508553853,NA,NA,NA,0.008586051427914075,NA,0.08990449866649942,0.04516694089920562,NA,NA,NA,-0.04138394481158109,NA,NA,0.051121206628504126,0.07168711188755508,0.07454302816053782,0.022976129291991557,NA,-0.010249551089935851,0.06538563671347089,NA,NA,NA,NA,-0.015548764396917273,NA,NA,0.0025232898547981925,0.03416518090531579,0.058761095431878664,-0.06955772938083224
aunt,0.09994741686323723,0.12497596400452117,0.16617431666291752,0.134644049381525,NA,NA,NA,NA,0.1031288732081478,-0.006491383556423243,0.04163878033265155,0.07532755965129533,-0.022604654916584595,-0.01634988505857605,0.02162795176758398,0.00039276486733184196,NA,NA,NA,0.18854179767378376,NA,0.1913359079020031,0.07262799834906987,NA,NA,NA,0.054004372056866666,NA,NA,0.028682355434729356,0.0891469248505874,0.08146941200613173,0.052608610407848894,NA,0.022342783031669495,0.10530179934614949,NA,NA,NA,NA,-0.005106634512711136,NA,NA,0.000719243653618425,0.02123638789971646,0.08644436301361615,-0.02314590847276791
niece,0.07676834061624786,0.4283693130834843,0.3785632932415336,0.41281089164541224,NA,NA,NA,NA,0.09033470286636541,0.4093502227312008,0.09700051939427409,0.13748538446988456,0.11464021227434214,0.4045459371974775,0.003163353387013311,0.12245756712762074,NA,NA,NA,0.14391060238068795,NA,0.3790501952818995,0.4461904350774631,NA,NA,NA,0.3351618293133056,NA,NA,0.40975273964354925,0.4108612129129294,0.38380414725513706,0.38963787333031286,NA,0.3733910382210971,0.37740608081160365,NA,NA,NA,NA,0.4090539933505699,NA,NA,0.33544764578866737,0.35899413345826253,0.46160196820682026,0.0883656361277825
nephew,0.0565241381654117,0.4080012442786611,0.38969115256893794,0.3533928697933978,NA,NA,NA,NA,0.07802745525095137,0.35067838324049305,0.11102986493936505,0.1572217593426245,-0.0013353250396727942,0.3465304311865402,-0.007980962553131977,0.14547585017014364,NA,NA,NA,0.09361550810296873,NA,0.39371793771729396,0.3405548801111504,NA,NA,NA,0.3540258087052863,NA,NA,0.3346406210043641,0.3765930616680688,0.38027703113595934,0.4140632900498014,NA,0.4412182599825226,0.306813712692606,NA,NA,NA,NA,0.39718209659985715,NA,NA,0.24615596350920965,0.2887706624509145,0.38769750776656065,0.08711238079085568
grandmother,0.09436171475736498,0.44583893194972024,0.41716691518435595,0.4171556081118604,NA,NA,NA,NA,0.06406208521601013,0.34415498870319017,0.1480926112808031,0.14837677917625022,0.04592238150584021,0.3239295781701989,0.00856324159017763,0.05635148776485767,NA,NA,NA,0.16137098250369808,NA,0.29266833017456195,0.3746026292954203,NA,NA,NA,0.31491091658163795,NA,NA,0.36302558266356877,0.35750589871480914,0.39174038325260047,0.36557984160815427,NA,0.4055783657455918,0.4065534447943255,NA,NA,NA,NA,0.35607775493681537,NA,NA,0.3384551517652073,0.29555353721454897,0.41372955095713715,0.07971682737985866
grandfather,0.04177708080348991,0.1531222622693394,0.19449703773507335,0.2072929257403729,NA,NA,NA,NA,0.022756218466606536,-0.0012909724771659815,0.06609337298643976,0.0924541147253038,-0.10917980218753391,0.057459431263674615,-0.02039521027722665,-0.04583979631560502,NA,NA,NA,0.02909810764575889,NA,0.06185480249538071,0.06271045383559012,NA,NA,NA,0.00820527200579283,NA,NA,0.039222430009065744,0.027016859982895342,0.11071246037753968,0.08321505203735628,NA,0.020292095233213042,0.060731632197239545,NA,NA,NA,NA,0.0676929275324343,NA,NA,-0.045974915126354446,-0.014065896973810318,0.09311423396427419,0.0143461877364355
acquaintance,0.06507457248067895,0.4032841558382617,0.42172301608948287,0.36981064225862215,NA,NA,NA,NA,0.044390266956430544,0.2688465964784516,0.13101350395218364,0.11728248463368814,0.15254985082936645,0.4358855660251593,0.08234540354490497,0.18079006234994904,NA,NA,NA,0.21470980338520596,NA,0.41838938713723633,0.43399498183354435,NA,NA,NA,0.4010932757403614,NA,NA,0.45168929525910956,0.34702641282858815,0.3520567488677776,0.49074639353535354,NA,0.4284534968907765,0.31681728973646894,NA,NA,NA,NA,0.46673063984612667,NA,NA,0.37630936966882245,0.32795724330490544,0.405857924998228,0.043052856087458145
ally,-0.13072648033147694,0.35812364971776856,0.37387362284529796,0.3372177473051898,NA,NA,NA,NA,0.01480752448660045,0.32431340186216223,0.13436115849863123,0.17398109234681622,0.15150869208994375,0.452837928215608,0.06954500622328659,0.18961463421232003,NA,NA,NA,0.16373196938993756,NA,0.3969840347260017,0.3485113004184654,NA,NA,NA,0.40892890337534354,NA,NA,0.4252026220592095,0.33249046339358757,0.4094406750198444,0.4225837421277879,NA,0.39262012533756935,0.45865787638083855,NA,NA,NA,NA,0.4844809999335476,NA,NA,0.40911632901294864,0.42572145209231593,0.37680469997223665,0.09596417784188899
associate,0.018878160126896575,0.14698510603633166,0.0403828464557866,0.053488811553809926,NA,NA,NA,NA,0.0593264911697684,0.11825974318668835,0.11494736632774465,0.09325725683787985,0.11836810233176687,0.17111085386760932,0.14400010372173017,0.20522242399562235,NA,NA,NA,0.16666840525289142,NA,0.23177099647571403,0.1406718835639852,NA,NA,NA,0.1875803950792947,NA,NA,0.23549527617199817,0.10487788631112856,0.1189863499288935,0.17695785461431496,NA,0.1458472358178084,0.1143575166005597,NA,NA,NA,NA,0.16917918077096822,NA,NA,0.09703656895894137,0.1371715512750469,0.09998956238263196,0.08187810362792307
