1830,care,cares,caring,cared,nurturing,nurture,nurtures,nurtured,help,helps,helping,helped,concern,concerns,concerned,concerning,empathy,empathetic,empathize,sympathy,sympathize,sympathetic,compassion,compassionate,uncaring,apathetic,apathy,unconcerned,unconcerning,indifference,indifferent,detached,detachment,neglectful,neglect,neglected,neglecting,unsympathetic,unempathetic,uncompassionate,disregard,disregarded,disregarding,ignore,ignores,ignoring,ignored
husband,0.16834114436384212,0.08352063194826113,0.055103758052689335,0.06621429304585065,NA,0.08819141828812514,NA,0.09049163650669353,-0.010341402202356992,-0.11407717841460197,-0.008908592818333684,0.059719654774503916,0.06544862754929781,0.04704808727553603,0.08398729388719475,0.046349134464170584,NA,NA,NA,0.05812346422166181,0.07911426518006176,-0.013457637685034557,0.09656337833391543,0.08464036070060983,NA,NA,0.004161587863433338,0.0278700524154299,NA,0.10554036016924646,0.06979068851896242,-0.037190759528937,-0.011988224839867903,NA,0.08428443754004637,0.035247709780441644,0.04811810675717904,NA,NA,NA,0.06889918453041202,-0.07563355158134838,0.08606134311383308,NA,NA,NA,NA
wife,0.22288423730498166,0.11626545999617881,0.0518463568674722,0.08159974993578036,NA,0.13010816377904907,NA,0.0822737492313863,0.0023078209985707256,-0.09891087198228729,0.08419398517788287,0.08147068041079043,0.04780986799484328,0.012458326966120299,0.033130196277557776,-0.04677029942264608,NA,NA,NA,0.015178439541770596,0.17311333904443116,-0.04504678519752583,0.07912846593200133,0.20555387797762484,NA,NA,0.008117090905019109,-0.0101502171391778,NA,0.024336058616853215,0.047846491639298945,0.0009797376971954338,0.010692829543955822,NA,0.0020628935856902716,0.004578980279716916,-0.017107975243770952,NA,NA,NA,-0.06368369338358824,-0.0984856490169458,-0.01516705385001183,NA,NA,NA,NA
father,0.21182629232689737,-0.0049925078652798185,-0.04067113901312041,0.02317524706705971,NA,0.10728150476489887,NA,0.09186635498290795,0.11608788242598603,-0.03821206208639452,0.04228688812344944,0.09313867971840216,0.08849662371013169,-0.005466669732277156,0.005767118745995517,0.09734049367467115,NA,NA,NA,0.0496048254090784,0.0932054162464426,-0.018619559384573027,0.1690970300194553,0.1692882363563339,NA,NA,-0.04779204259383136,-0.12355268032386842,NA,0.03387934054544897,-0.04504458003618349,-0.13129988709794382,-0.08930286487987463,NA,0.041878438544883316,-0.03540108302818356,-0.015099072087967135,NA,NA,NA,-0.012330492386718968,-0.09883389629341381,-0.0014282200976433027,NA,NA,NA,NA
mother,0.2313341750310399,0.0953174356195083,0.026333131822196012,0.07333574847087682,NA,0.15676186186080493,NA,0.19761431617352504,0.015212929228771717,-0.11852964934735442,-0.010285835835486014,-0.0004442129728359992,0.07239174331809446,0.02182941004372953,0.0630252600165144,-0.01433463489220393,NA,NA,NA,0.15689843441968532,0.17651924514718542,0.08345632823528774,0.12889513107546513,0.14604177546773509,NA,NA,0.024594523037234455,0.006826490353833842,NA,0.0639440678590562,-0.048677545837054345,-0.10958033537920721,-0.11891834487204433,NA,0.025709254506142434,0.029131210094349262,-0.05128037335272911,NA,NA,NA,0.012717865854475813,0.03605213327760769,0.014429669119694994,NA,NA,NA,NA
son,0.11913510194209165,0.009719238082753033,0.020436833446499637,0.034464370723833425,NA,0.10557073970272021,NA,0.08476604085517524,0.07358127662889359,-0.05593974439719315,0.009396677786382767,0.029796081173967107,0.017496971951212154,-0.06222522309560008,0.009688374350203347,0.0785473885946628,NA,NA,NA,-0.033729842236723366,0.0889810351257974,-0.02143577050707364,0.14984315658766184,0.0949891972608368,NA,NA,-0.13680625168984017,-0.04079516615393276,NA,-0.017750761884853587,-0.0801046047449897,-0.06108830891410997,0.07727838265232816,NA,-0.06455413162127639,-0.08193633795909577,-0.0776042382182975,NA,NA,NA,-0.09187746542661343,-0.1236093852443562,-0.01271971333470365,NA,NA,NA,NA
daughter,0.12892572724066984,-0.010880576341424792,-0.028053486142076728,0.036799998350237326,NA,0.10231972296159945,NA,0.07237496037422492,0.026656910707705542,-0.06370538654754454,0.02230937815501419,0.07112403818481003,-0.0015297658546617027,-0.045147601484252405,0.021978789324799297,0.022654689741453644,NA,NA,NA,-0.07349300286151958,0.10292834091335752,-0.021779818095121757,0.07735494492720575,0.16443577185329164,NA,NA,0.04927738966500556,0.039916580588946544,NA,0.07781757243758383,0.004252406676681611,-0.08597167908957003,0.0073466178123644975,NA,0.06824862288361982,0.06614988598864706,0.021542930860587325,NA,NA,NA,-0.019680672191627016,-0.019865910960605217,-0.055115498800081146,NA,NA,NA,NA
brother,0.15693911710954392,0.0617657124896969,0.04927602654755423,0.09102380861460864,NA,0.04436096719195264,NA,0.029417614796241942,0.03689588508329153,-0.1384766034444302,0.030404968083829573,0.001711970980609835,0.07596096042978354,0.0019038679035618174,0.10827538582215311,0.027341371319235707,NA,NA,NA,0.0034452947615338874,0.13336868761420254,-0.010457711848807455,0.1067254183991308,0.10633530403520633,NA,NA,-0.11706204593341138,-0.06214161165377798,NA,-0.002719776952460986,0.012588901082435945,-0.036311772495502014,0.08288571144747688,NA,0.01530858006680178,0.005475665228318032,0.01859252721089635,NA,NA,NA,-0.0342380005057949,-0.03880055023133302,0.043318180601794404,NA,NA,NA,NA
sister,0.14085908682110215,-0.005552622729139568,-0.010593994183951114,0.03957117665203721,NA,0.07978878539731238,NA,0.024200709572934315,0.09865318866190084,-0.045246273033680076,0.05084120669021759,0.03954113409493798,-0.010352200824766497,-0.015146723306348262,0.10715292307718777,0.0016739532243426178,NA,NA,NA,0.0529848043297566,0.15057740082427332,0.03458454008034874,0.08748732118975125,0.12897618978423722,NA,NA,-0.027787639419292152,-0.030080166401345258,NA,0.04632773353895798,0.019827477639591116,-0.03031536823676631,-0.050443794576919866,NA,-0.03655145345829845,-0.012286573939711162,-0.011968904057900243,NA,NA,NA,-0.03293061511590955,-0.01058211803796517,0.04934988292309119,NA,NA,NA,NA
uncle,0.22970281376118465,0.0520818330260629,0.08471757015774291,0.09205307992759756,NA,0.08732069080300298,NA,0.02650325099347363,0.013923505705201962,-0.14216022200382822,-0.003430978003220092,0.05807128647742314,0.067988197598806,-0.004141015923064438,0.020063931145383167,0.04418878975456942,NA,NA,NA,-0.04668150681138783,0.05063371985410041,-0.0029279905760731403,0.07765764147459188,0.008099727793848668,NA,NA,-0.07908886467568148,-0.046387328976651244,NA,0.0428061677010065,0.07495075353218622,0.021534389680589135,0.06113037796146906,NA,0.018266050875211378,-0.014604754561252146,0.06736533168117577,NA,NA,NA,0.025659086991271632,-0.003606022181525238,0.062452988888637644,NA,NA,NA,NA
aunt,0.25465975757295634,0.09894470483555193,0.1109624407882349,0.14780295562650395,NA,0.07819635965147843,NA,0.10306352983424197,0.08713147186070616,-0.028953709816923037,0.05391278839671409,0.027277373275660936,0.1012788894853368,0.03481525524441703,-0.04305523355543385,-0.054415283745425966,NA,NA,NA,0.0946909239148169,0.21832396696214487,0.09498613318422645,0.1341516755934262,0.1332599037133856,NA,NA,0.09619982712086148,0.01606255288576149,NA,0.07443760254834,-0.018938311895415838,0.02753756457881272,-0.0179618288996632,NA,0.04585119252845389,0.05851923069684487,0.010259575499366364,NA,NA,NA,0.03356695328756584,0.0332852910945772,0.03387475083015868,NA,NA,NA,NA
