eng-all_sgns,canon,bale,essay,crest,hide,razor,plot,iodine,timber,sole,gap,pulp,log,coil,cork,barrel,valve,strap,rail,closet,cabinet,bundle,postage,landing,font,tool,street,wall,mud,slice,section,rope,post,monitor,metal,limestone,granite,fluid,fiddle,fence,dash,chess,buckle,brass,bedding,bag,anvil,scissors,iron,trunk,vent,tongs,strand,staple,spur,ruler,pulley,platform,orb,net,mat,machine,hose,horn,embankment,digestive,credit,column,cap,bar,wheat,steps,steel,saddle,rod,organ,flank,factory,collar,barley,attic,piping,chimney,den,furnace,patch,peroxide,reins,rudder,sack,sediment,square,turnpike,floor,hedge,laboratory
1830,-0.11700258700852283,0.023174126294080985,0.010242429690444966,-0.02744058906483412,-0.008097351556843843,-0.10141258614412477,0.012116103270532013,-0.009408251371667859,-0.1178094442433898,0.05257767035948268,-0.016724257247951773,-0.07234218323566059,-0.08087020697954629,0.057162055168232945,-0.10898397800392919,-0.07319428797343756,-0.1615687706180291,-0.0622542532078615,-0.06909108924711614,0.09529479926933943,-0.08130555522173076,-0.009074793749341808,-0.06007066034669856,-0.12870674745719696,-0.024191492528774075,0.0035735084310412443,-0.03170578935187754,-0.21216620465170358,-0.09527225616438077,0.017528463713531228,-0.2608484100280828,-0.059254919433130035,-0.18524464963407944,0.21566671763652193,-0.04647065646711305,-0.12171927416713581,-0.15848618778673243,-0.08348770090671856,0.05397726361086669,-0.010082942825198641,0.16514555134492145,0.05803791849819005,-0.00011129333511121533,-0.059697784750482964,0.012285485414328882,-0.08547387893048716,-0.01961228533326716,-0.045002677696788555,-0.10646572172512814,-0.10925630676788134,0.15323669048103553,-0.06036081717675672,-0.05790769356215263,-0.11141651068579915,0.11269255840316506,-0.01604047781200784,-0.08856202327545476,-0.047534681062448736,0.14932090678034532,-0.09603266835425318,-0.03245028923401576,0.004349529638791126,-0.00025855775464056095,0.014401302342233496,-0.1405215083996701,-0.01550370304835306,-0.007448109461417847,-0.2019087526823869,0.002190617982884588,-0.029953721053571334,-0.1391112821672524,-0.07720970488440748,0.0032927010193938458,0.0009358111083557131,-0.05499585599843372,-0.015114383997545408,-0.18077896020761042,-0.13834418619410005,-0.0527692929858571,-0.07268024512189919,0.06390681022656243,0.18213161676203676,-0.017331107962451613,0.008380305093242094,0.001963334321413869,-0.03987112016406967,-0.06133778757635189,0.018136849207884418,-0.06741717128416087,-0.10399586308838726,-0.10689749069479831,-0.13577190436212228,-0.11955337383427887,-0.08669715850545387,-0.009737770450686642,-0.004965319023942509
1840,-0.18342787663011634,-0.049340199916019636,0.02088880718641108,-0.05931490745658928,0.014242204427562079,-0.012065317617045617,-0.015162343853182375,-0.08101886117790917,-0.1376760095751869,0.03511647891668781,-0.06440234465177617,-0.06455876013601934,-0.11882995815145617,-0.05453101717127456,-0.11747559896017593,-0.09833183480301796,-0.09706551344219072,-0.12906275335985476,-0.09488939782100993,0.086902031408815,-0.020332223691816243,-0.07137426220407778,-0.07661875050949597,-0.10315136419704121,-0.05466689692328547,-0.05511422209269987,-0.06630891447722886,-0.167550052501507,-0.14555792245076798,0.04024105944973479,-0.22237653843689936,-0.13370324355748656,-0.21108634378350288,0.1905439965204269,-0.060490461758268575,-0.14176734302447072,-0.14939505470329503,-0.1251419786233351,0.12732206799351856,-0.023756777512521147,0.07323244313179063,0.12142231853071897,-0.015152967336637185,-0.04498049445313927,-0.08829897048103809,-0.09507054094008789,0.04632041457302044,-0.038117511535238034,-0.15795974152217324,-0.11912765091499737,0.1433121214825122,-0.027291206101737936,-0.03177817999257614,-0.03677341785531184,0.05719455908509742,0.03148748353489993,-0.11803185970194442,-0.10671543104070476,0.17506490362080435,-0.039469237185784926,-0.009406907278308731,-0.043243320895233174,-0.003814787262208947,0.016656376271999288,-0.15238648429757692,-0.03991948578765249,-0.012141858524541053,-0.2691753595766152,-0.08595851816852064,-0.10970334411861413,-0.13773410158784274,-0.07528169774439435,-0.044030124429427414,-0.05338927162520143,-0.10880074848303085,0.039686706856473436,-0.12424647949527937,-0.13362788441353343,-0.06773055499414782,-0.1335725949244248,0.07753587136168914,0.21966044247300143,-0.031239119250124795,-0.02066797203822397,0.05431564203408996,-0.09938830556313705,-0.06588597478582285,-0.017522827401318962,-0.0973207817594773,-0.09466151961486341,-0.13729101627906393,-0.15504860539694054,-0.154377622187745,-0.15806428037941336,-0.06071054840009434,0.08599260488921735
1850,-0.041787540091049104,0.012371483831521079,0.04225356206611788,-0.016434371759376197,0.02434246145453392,-0.014962042471038488,0.030942477323164984,-0.07923545055985086,-0.12327628161629449,0.0020285306800102276,-0.04499942001539927,-0.047973930184726565,-0.09374064524047283,-0.060866641490887406,-0.09127124666849602,-0.0832121913153386,-0.1536339486834466,-0.0030954616499670393,-0.03545915074014246,0.09309048211939888,-0.09339845919980302,-0.08632988327899153,-0.11075858326493072,-0.06574559749835364,-0.05449109528513608,-0.05664167718554362,-0.05533557493417446,-0.12237353948065445,-0.09458677712405365,0.01697952193880553,-0.20824987822793672,-0.059239413436365976,-0.19809527589127382,0.18879241533491764,-0.06872262725239595,-0.14318956436235725,-0.1590757808351544,-0.0825671880999712,0.08235857974828724,-0.01500167086845694,0.1052488956568725,0.06915742769252478,-0.007735481178387962,-0.07341002535843288,-0.0236909968012507,-0.05998165923412083,0.004778459906192048,-0.05146337514231545,-0.13864232268242258,-0.17259732557538568,0.1809626805852063,-0.05736328869911752,-0.11038341593687773,-0.04600003961482104,-0.011998431824354613,0.0035342804160747926,-0.08669900684931879,-0.034720407522487125,0.1652121735215519,-0.0688738245638167,-0.10161673056370747,-0.03617356875711526,-0.08264570447425754,-0.016760538415114382,-0.048074064555871265,-0.04297406170430325,-0.005032030765846373,-0.2613487819750526,-0.10939925454211429,-0.07115132543467817,-0.11155695902513471,-0.07264146780418132,-0.016977562292613865,-0.025054562398394195,-0.0966152833638952,0.010092063436806872,-0.21325831406720105,-0.08202886460204874,-0.0546920672554194,-0.051128578990260326,0.11980556862288037,0.1972705428862136,-0.013470754356086872,-0.11209235185709956,-0.016033356204439887,-0.05990726658067811,-0.06136924049552009,-0.014770232040406074,-0.02928661866925433,-0.01725208736897041,-0.14083771310733623,-0.20857939752572727,-0.055120204511825775,-0.11550750466248129,0.009181407273457185,0.04130777233387923
1860,-0.10603840187625957,0.007093122581851284,-0.040687477398820164,-0.014761398438873639,0.03190646130469049,0.006510164625860013,0.0316486150083189,-0.08290056415651029,-0.1347367861961548,0.05145586627947831,-0.1445634633779059,-0.08233263642199977,-0.10207840591691306,-0.011732464119260409,-0.06467138304788118,-0.09112555130505862,-0.0933096051165607,-0.06716790164275777,-0.06899721062733065,0.05680049055544404,-0.027252707535726544,-0.13649839831766888,-0.12342424595848456,-0.1623610449340472,-0.05876982835301308,-0.008859631580323568,-0.064954123122263,-0.1430168879203535,-0.15608184030469213,-0.02328082303738395,-0.22920291661038644,-0.0085816599663839,-0.24260121809515822,0.11739992423267254,-0.07899521408661428,-0.1443793506190759,-0.11858140348313773,-0.10773910945716335,0.19494870817709936,0.031090103102196263,0.14115529714645758,0.13126193895224358,-0.12476877927562095,0.04156733676129853,-0.07193918376834031,-0.060433317410950614,0.034906373637023716,-0.08954052586944913,-0.14798112541954286,-0.11483258281726672,0.17754234447062262,-0.07466866935362317,-0.08879718380303933,0.00454162543838015,0.07345227800451472,0.06341863522975805,-0.1498689393811207,-0.047771308951469874,0.17662501596903818,-0.09368471163032015,-0.0408380404833518,-0.0470681810452171,-0.06640909000839279,0.00769833645913595,-0.23850759037577057,-0.06198122802979932,-0.004400098569749805,-0.2509296545542871,-0.06577417829090763,-0.06468733802245039,-0.07907199403311167,-0.008970101208872388,-0.03460513856675792,0.02716752132875853,-0.009756029375199574,0.0017364212665428945,-0.16646105009316903,-0.15666376596741677,-9.858869712174798e-05,-0.07097085974473456,0.08049779130614958,0.19892101903835896,0.0119990675045895,0.0030828939884978714,-0.029282652514226907,0.002061909416525015,-0.05721934867909258,0.033880975395932704,-0.008101989230400994,-0.05846267851143389,-0.15502856831140105,-0.13471645249441822,-0.08034840566684488,-0.11666689320242969,0.026021286347866993,0.04216440727414181
1870,-0.09357697715876141,-0.014169458354634326,-0.03843043849554147,-0.0677829433812734,0.03473490382476232,-0.02850201550433585,0.05724476135642521,-0.06512679715680783,-0.12964800861077172,0.06378740762222135,-0.1244751957493423,-0.06824250095427604,-0.06925266255693077,-0.12234029520230565,-0.013052186625699208,-0.1022605406134526,-0.12941475953985063,-0.05035571387244383,-0.09569459392779499,-0.02478625470907308,-0.07807236517544591,-0.10744169884266208,-0.15741691199059435,-0.15276632820091254,-0.12167197959189727,-0.048861804226025575,-0.061553099131793236,-0.2010463236071312,-0.15644092514073804,-0.06359179927575481,-0.2281734745538547,-0.020644295354161058,-0.17360877530982632,0.11731318373546207,-0.06049081425283013,-0.18726084038898158,-0.18837746407129102,-0.16174108817293262,0.07734769594210136,0.04497065167358852,0.09914065112008846,0.03638130808788188,-0.10763161859985249,-0.019079733163637414,-0.10526182708229703,-0.08173999954456469,0.013838246679904048,-0.06528434147897733,-0.14822458554616944,-0.14328241465527466,0.19352806733745415,-0.04912904689831253,-0.0448697955116686,-0.015347046697394683,0.027294570062049363,0.07569986867474224,-0.13511335571056962,-0.0877150417095369,0.08768442520525926,-0.0705605753561704,-0.002031016229374165,-0.04153372898960579,-0.04223156910341714,-0.027947186555068355,-0.16797384158720435,-0.057113343167511765,-0.002448771804198977,-0.2538731988493322,-0.07492429195413779,-0.0691715377238317,-0.09804294332556822,-0.09342952682581206,-0.042674968122194755,0.00942588002720922,-0.07395880217589225,-0.004543520417787318,-0.16777114587262715,-0.07841589559773801,-0.03900048907824263,-0.11155157514887713,0.048860087765733126,0.14915111475138296,-0.04028579022324958,-0.08165780775073597,-0.002103233066167336,0.020085634401748327,-0.12590976933840417,0.02547734531826596,-0.07615496710211177,-0.05464055209580783,-0.15170912181140978,-0.1529953737142763,-0.21370091384256476,-0.17698019922382222,-0.029153445480493086,0.047973543993560054
1880,-0.13204403482718316,-0.005974250265622918,0.03084967782925851,-0.07638714179754715,0.05050303521827991,-0.02005807354423265,0.04776418605488045,-0.07344590783493221,-0.10912891892991708,-0.012993310991401451,-0.13619905537100746,-0.13645762034973843,-0.011159980573106066,-0.1048224605136268,-0.10958141701145346,-0.08110150871938071,-0.1257563192485871,-0.015019529276999802,-0.08470985939180466,0.030190411228137284,-0.12612808994076494,0.01561972290302684,-0.15647683977536087,-0.0919763479715851,-0.06708740840465287,-0.07500693671413293,-0.03440211889669163,-0.15091885620161644,-0.06668412685641915,-0.07980747180459799,-0.21113514860380164,-0.06069041269578377,-0.17524193646877662,0.08920249633006952,-0.06685010372910924,-0.1393888637176718,-0.1177561306790168,-0.08472675147256185,0.15785789632851144,-0.026772794768637947,0.08461022621621717,0.05067094972771277,-0.09385242655383859,-0.08235600770488961,-0.06154584288851647,-0.0747305733920299,0.04123270830766239,-0.05314790275924097,-0.13987820157114209,-0.14530338226200523,0.15176381810758513,-0.03838318815785935,-0.05298253134849916,0.018340320713069267,0.020533399356679555,0.04193666881157538,-0.13247434747338413,-0.073595032298996,0.1722930844034178,-0.0518891499816359,-0.05586500389337927,-0.10189459096173822,-0.020773346109533325,-0.04392033790900042,-0.11140676657830532,-0.04461835327127405,0.006391665602117235,-0.23665513286460454,-0.0698945130651786,-0.08022150652582775,-0.14608372949591533,-0.07047782837581697,-0.05706555296374514,-0.04518397685779724,-0.05176746300831742,-0.02789947451995226,-0.17944472420569407,-0.1379083449442464,-0.013201352203014992,-0.07179255382456202,0.03877976515170637,0.17355281338624204,0.013542365409341733,-0.08433543519008772,-0.024846740421570496,-0.04961545122624523,-0.08629993612309553,-0.0022015141748838547,-0.043930007941055046,-0.06533774223495242,-0.12382899069830226,-0.1379401396623184,-0.12455784635476123,-0.11368183092892374,-0.0032240828834106373,-0.06719017350514218
1890,-0.11841453646849455,-0.002183317927219498,0.00872477019331936,-0.08427038390750786,0.009548213617251163,-0.033966360629249195,0.05044408467179899,-0.07341311742700757,-0.10874931580499,0.06069886461580595,-0.15440338594080477,-0.09867909784335518,-0.08173926679642007,-0.019645263161312553,-0.08066455763918025,-0.06296058809446448,-0.11397588724282758,-0.07258141412094576,-0.08703132978280909,0.02116470270840766,-0.1551116761537558,-0.015095144046847996,-0.07334344514380306,-0.13404864381336914,-0.002834716678429598,-0.06333896980221597,-0.06642706356589495,-0.18428214871544168,-0.10102576896157549,-0.004674275282575887,-0.2574390454542022,0.003593006674762248,-0.19730065964816793,0.06179534277620441,-0.06097528021360651,-0.14785613007584025,-0.10447721137481784,-0.11235904008729616,0.10148081897962087,-0.02258016096654724,0.12301386450158004,0.032601425292887204,-0.11116070524529542,-0.003256009739906855,-0.10812008701283336,-0.0998178786646986,-0.02400505588029281,-0.10768298963238364,-0.14089483197420227,-0.13283031272350537,0.16965522688399884,-0.08667382235192542,-0.07579632455453535,-0.004084532722456427,0.004420960076931682,-0.014033124705907823,-0.10866709036092724,-0.04780820711550177,0.1684481099311155,-0.07845460204103767,-0.013912441740825711,-0.15246785797058313,-0.02519268514808662,-0.07188246276998986,-0.027565753518405456,0.010222596797848725,-0.009814977738430252,-0.2059403236267057,-0.08731618907159036,-0.13419889500672721,-0.10296163735498073,-0.030896250840794552,-0.057747982918097726,-0.028029318249649812,-0.0505910653006552,-0.015239343157546081,-0.14026530141148352,-0.08063726486329156,-0.015499577478291974,-0.0681774678490417,0.05867117091130592,0.22929782239264615,-0.020775570851808842,-0.018737639243894412,-0.021194459745693315,-0.0005278282939194927,-0.08705463383400627,-0.0066162716887159774,-0.049666315792454147,-0.059680063838570066,-0.08216547259044465,-0.1070212925267005,-0.10292825597968965,-0.11579628298947728,-0.02712705547408352,-0.035705400758303606
1900,-0.06724860597167458,0.008722976864930235,0.021391725403244195,-0.08700132762847479,0.04283712285349852,0.012077243869952018,0.07331239100060237,-0.05634012595069388,-0.1363816583500591,0.019053031205271673,-0.15093296376578347,-0.13561702765271136,-0.08489481753780974,-0.029223935390082872,-0.03691025958771951,-0.07696472227005678,-0.12235029750828152,0.021473441841461886,-0.10599838986181193,0.021859840168974704,-0.12357279320703711,-0.03875021429695985,-0.1452014009315661,-0.1040189023552896,-0.06679104507932514,-0.01726614633490874,-0.05535235753228199,-0.17951534745312211,-0.169117253460744,-0.06055281416470567,-0.23141941542534566,-0.024672456488205395,-0.18209265263275504,0.08801215098538821,-0.02456297752747961,-0.04015363066915174,-0.10481662801339986,-0.09012587850818014,0.17502627098079657,0.011829881728829315,0.12745262231313323,0.05016887434193911,-0.04832018522697349,-0.007939592954400663,-0.0909690528285936,-0.06501166937666103,0.00844848045915451,-0.06535755593336161,-0.14474261091160978,-0.15339175573222008,0.20297003639466304,-0.016605436539591553,0.009824546950786975,-0.027851929254014408,0.024317574115557423,0.03935595435720763,-0.06301813107628751,-0.054200875989202,0.14911734178026595,-0.07972872646012309,-0.05520979348860266,-0.084856036939851,-0.04544220062419962,-0.02262229418058393,-0.18246532683883798,-0.020106604969537943,0.012913742609478722,-0.22452686361963145,-0.011490661285820152,-0.10359639628848925,-0.1364418320494105,-0.048169816137101855,-0.07859913598327128,0.01071891648935435,-0.04311559936811452,0.04908467568692892,-0.16084173286438166,-0.13216187561742987,0.003716431373078342,-0.11120509323953241,0.06513923472395623,0.25528931818251427,0.01115853029814035,-0.06669311901724406,-0.019630237928758624,-0.011048675323513082,-0.10541013799919466,0.04599258145441489,-0.05968715407302729,-0.02398047610956747,-0.09453949254239816,-0.12154585596962558,-0.1719974053029449,-0.15551510032708746,0.040389223475403184,-0.1394001759335384
1910,-0.12969723090384083,-0.02759299177088789,0.02774672462745594,-0.027710981911118197,0.15151886523574293,-0.11012953139283849,0.1128974501531643,-0.09335407892913662,-0.10564370407910667,0.04250984461600779,-0.10254814394898691,-0.1698587170170795,-0.05085122970945019,-0.020489166651149245,-0.0093676972958363,-0.0344769353050658,-0.11848728521145144,-0.08190876170012272,-0.14119172716061043,-0.012575787120904508,-0.12430684197147523,-0.002663854627843337,-0.1182717174657532,-0.11025237055959829,-0.016316989362262255,-0.026846328158043557,-0.07983263668179541,-0.17950245358639458,-0.04383424089979765,-0.009785014977715332,-0.2994046996170817,0.001291102601357836,-0.20232200697120845,0.022097649547429415,-0.14988405480986303,-0.12727462769522166,-0.12432904250858166,-0.13194803468606828,0.17262588855691027,0.03721174785676212,0.11775405173939786,0.09771384480746358,-0.009451180333105654,-0.019191092433307636,-0.11064588839623284,-0.0339930221514417,0.03003072593976517,-0.07125287451954018,-0.22603729948395648,-0.1269629015310622,0.1656029417992285,-0.08752159609412147,-0.006901685472221931,-0.03337552635653907,-0.004363887219542405,0.02049172591896769,-0.11245735716911784,-0.060261002589611014,0.16562698488358993,-0.11865660772131437,0.008648412940930853,-0.10175401752753094,0.01788228456752998,0.01344098477271306,-0.07018613800056012,-0.048114872895511425,-0.009078475527169092,-0.2113442437806307,-0.022404949126326183,-0.15879658898724308,-0.12610396797432977,-0.05833179137583356,-0.0996525079988992,0.06511786888866845,-0.08081538614980191,0.037912294188578784,-0.13902613858718327,-0.13369173814249916,-0.039848221338930685,-0.04220141320195733,0.015827086414317196,0.17030738939232207,-0.007291484292751833,0.020930594883866897,-0.05509344623792926,-0.04050399852829222,-0.14421530466048352,0.017828698638806647,-0.07722470018043484,-0.018369840960264658,-0.14263147872621276,-0.11334829169101017,-0.17212479210756493,-0.15573589300959367,0.027865856872147664,-0.12628210647241367
1920,-0.07382998604925646,-0.08088596303583263,0.07352268272317075,-0.04385639825953684,0.09386482332111007,-0.038394978264518535,0.043376672647130646,-0.07748140014164942,-0.12595856449654944,0.06509414282290672,-0.10809529315088844,-0.19621408074219876,-0.0316283458105805,-0.047073613182972554,-0.05956920170292745,-0.031659781670871946,-0.1071049183524916,-0.012783555266716125,-0.07631214179949466,0.01539579631854169,-0.12507181031623668,0.0038422053092699916,-0.13440871516156302,-0.09046350061245131,-0.019364453307078124,-0.033632989293724054,-0.03217727528006562,-0.22038223568772491,-0.07651023969567974,0.049557136846461465,-0.252253095065215,0.020542959611166617,-0.15118646279701026,0.010701880680421844,-0.15238778825507096,-0.15363513374147275,-0.16447699391098294,-0.07175052164776745,0.16058429559816711,-0.03726912889948321,0.1335463464727127,0.13996013188760895,0.02353784899892216,-0.019021351387910404,-0.09956219940176593,-0.016484622451659714,-0.00939551679053795,-0.10687536905653024,-0.16284540496407882,-0.0970095727912207,0.20046540219682932,-0.02195193004715339,-0.031809664699163034,-0.06428968588954928,0.03203856783703835,0.04086808950888004,-0.08390717564561465,-0.09245122963502962,0.12425357970530072,-0.09582211352308383,-0.025094730006194835,-0.06923402101464392,0.00416933311326275,0.003397648603791376,-0.1071259482271704,-0.019382082486111386,-0.0672166739771317,-0.22740572827272917,-0.03850626290730391,-0.09493239599438438,-0.12808860095802074,-0.05400476550682495,-0.1682895865875355,0.024092244857062267,-0.07606489760590031,-0.020251539988127256,-0.12928878075138978,-0.18219772710649806,-0.05101206462760551,-0.08089705736616641,0.08799618288860817,0.13244639438596156,-0.026061024377845077,-0.03649268058883262,-0.08267616464730594,0.009998437329511386,-0.10493527606825517,0.027114600936005748,-0.021810127549980383,-0.013136629750041316,-0.11590358510016568,-0.1406602381016933,-0.06658291515365021,-0.07720001245702177,-0.022961082211474144,-0.17696692867808123
