1930,care,cares,caring,cared,nurturing,nurture,nurtures,nurtured,help,helps,helping,helped,concern,concerns,concerned,concerning,empathy,empathetic,empathize,sympathy,sympathize,sympathetic,compassion,compassionate,uncaring,apathetic,apathy,unconcerned,unconcerning,indifference,indifferent,detached,detachment,neglectful,neglect,neglected,neglecting,unsympathetic,unempathetic,uncompassionate,disregard,disregarded,disregarding,ignore,ignores,ignoring,ignored
husband,0.1581512004622527,0.12404877173984716,0.12478191950219637,0.17335259261310212,NA,NA,NA,NA,0.11050708428360329,0.02152050896516975,0.16482187187934114,0.2385265245765024,0.10895292482949961,0.02143983391588869,-0.0016465208078319264,0.017602187737537703,NA,NA,NA,0.16990476495083207,NA,0.14547167877317968,0.1962225509202183,NA,NA,NA,NA,NA,NA,0.07598516537276118,0.06460881380688926,-0.028282918340696253,0.02307036847722809,NA,0.057205436847486496,0.09941802634911866,NA,NA,NA,NA,-0.04015423056853727,0.05398649911806717,NA,0.0009334505418693674,NA,0.039160166822285764,0.10702128872986484
wife,0.16124176884429833,0.12087631861105413,0.09798491750040365,0.2146649757433007,NA,NA,NA,NA,0.03268469977028659,0.016636048901298967,0.1746990496614386,0.19683850426162425,0.06389623836371133,0.0350283318654513,-0.029256673992170946,-0.04232507913765981,NA,NA,NA,0.09052228557254552,NA,0.09906730613264987,0.12748015042054053,NA,NA,NA,NA,NA,NA,-0.037390969583074425,0.05458713201039784,-0.08356247442533282,-0.009710351905070299,NA,0.0360816684638786,0.00018644334854092686,NA,NA,NA,NA,-0.08081539140847678,0.02753359210003844,NA,-0.06627555319728738,NA,0.07061989238225715,0.018888950918184436
father,0.11002737161466397,0.04497634415958966,0.13957976205834655,0.1939338267218171,NA,NA,NA,NA,0.14584232573551703,0.004900917400632023,0.16796610840757215,0.22104577295873493,0.005982663823687066,-0.06231831123739692,-0.08944639277214035,-0.06027830907276013,NA,NA,NA,0.003283043332161348,NA,0.003571567002616123,0.1290647384125123,NA,NA,NA,NA,NA,NA,-0.026880844417864515,0.006746294918307293,-0.052010761141031,0.07964856525994424,NA,0.01347954932852061,0.08394796057701456,NA,NA,NA,NA,-0.11906682007419436,-0.024225383820751744,NA,-0.04456518815413967,NA,0.011957929356038295,0.013051305217979871
mother,0.24524549064824328,0.08756835697071022,0.1425967102282527,0.30992489815172414,NA,NA,NA,NA,0.1934770729147605,-0.007347060383571592,0.2214346659794493,0.27298551891903705,-0.014034576054192335,-0.0743385959636207,-0.08690127814142645,-0.12405404839613517,NA,NA,NA,0.06327375808822684,NA,0.011683480772734666,0.19163872162015072,NA,NA,NA,NA,NA,NA,0.027135072440921816,0.06300306202645277,-0.006837147651959366,0.016289962623291014,NA,0.06047700006981581,0.057490259458771405,NA,NA,NA,NA,-0.13312001007888435,-0.05994656856933645,NA,-0.05450607636107509,NA,0.08414527208907635,0.0357557576756295
son,0.08289432102958305,0.09663161589504578,0.08780240661196072,0.09921009474710178,NA,NA,NA,NA,0.07166534411796363,0.021694606772338587,0.10341571132995869,0.15436318501383553,0.04227618577505052,-0.027817625100768555,-0.07144455419151742,-0.03156697720815833,NA,NA,NA,0.07941312444777358,NA,0.04346959668279473,0.11404201393006871,NA,NA,NA,NA,NA,NA,0.009804786198556507,-0.03690763573849804,-0.017233276678952428,0.05077076922992423,NA,0.03608213913908391,0.010667746097012721,NA,NA,NA,NA,-0.07961214326724268,0.05403604470620756,NA,-0.06328995254748876,NA,0.058533765590874046,-0.039878782876611604
daughter,0.14414611447867634,0.1079613506754987,0.12285191617655536,0.13645293019583754,NA,NA,NA,NA,0.05859379493526706,0.048483555051051494,0.18055088713474698,0.19773245847225845,0.05238584717099857,-0.04655468954948749,-0.11500163359100825,-0.058268937630570936,NA,NA,NA,0.09781047881401717,NA,0.11299222800356652,0.18794233796033086,NA,NA,NA,NA,NA,NA,0.042694604750832796,0.026160348511330086,-0.004861114024501192,0.04379039513017571,NA,0.06055593444263096,0.06617277794453688,NA,NA,NA,NA,-0.10256013433929326,0.05140003113295231,NA,-0.04596674977775358,NA,0.13004114173249695,0.009557989020012326
brother,0.0949029050243486,0.07270161884757352,0.05588091556835675,0.11569741982863456,NA,NA,NA,NA,0.13702314996053583,0.05756163655378065,0.07002270409125952,0.17183373627801807,0.029090593088881213,0.008438963739337198,-0.07186929099801177,-0.11308811190184576,NA,NA,NA,0.07143521155212637,NA,0.04911161475420728,0.14939132196555,NA,NA,NA,NA,NA,NA,-0.015493292719691677,-0.000685578711785718,-0.056533448963069596,0.07160915219513829,NA,0.032479839742841764,0.06462794996136347,NA,NA,NA,NA,-0.08324325381792691,0.02652327736735047,NA,-0.06416977167381109,NA,0.06761813310107334,-0.05456198158219226
sister,0.17565523435584843,0.06432833133826926,0.1387037853752995,0.1484013573935836,NA,NA,NA,NA,0.17486837914103037,0.05895661180423233,0.20173572797942196,0.15848113635023556,0.041921607375582697,-0.017633316491954314,-0.07406864057686985,-0.08135939358732762,NA,NA,NA,0.1292333901606294,NA,0.07709120797222642,0.16637436935375974,NA,NA,NA,NA,NA,NA,0.04804760250606178,-0.010780156188231565,-0.033627384843509786,0.02085898186993165,NA,0.04526608039912024,0.08501239913774365,NA,NA,NA,NA,-0.10282864815266923,0.03710675906972898,NA,-0.07317108464519036,NA,0.10314306844245101,0.046040765206403364
uncle,0.13423679167921548,0.02350892976549568,0.057233713321456985,0.19690647939854897,NA,NA,NA,NA,0.1545024417888043,0.1072822170486662,0.1636697996818248,0.20050856572086706,-0.0654734876996775,-0.030422935850791925,-0.05887514511335514,-0.11972920650327211,NA,NA,NA,-0.04547256890216454,NA,0.021221704688782966,0.05035941990672147,NA,NA,NA,NA,NA,NA,-0.11491897017407146,0.09229750619102267,-0.0036087391961937636,0.04072323160119448,NA,-0.04146339025514482,0.03919922661960433,NA,NA,NA,NA,-0.04614205578125728,-0.07667735357374936,NA,-0.10526535960925837,NA,0.09986355486296125,-0.019696876423519315
aunt,0.16810519073072794,0.0545819420672803,0.06191807154182458,0.17719293022827334,NA,NA,NA,NA,0.13074255239122462,0.07911216739779872,0.15328073126502906,0.1703481577189913,0.0237992901672269,-0.03219671108495652,-0.04354736414821577,-0.10301818774850169,NA,NA,NA,0.11501647816627944,NA,0.053365598236377,0.19798695533864138,NA,NA,NA,NA,NA,NA,0.06533282107895504,0.08582927212922233,0.07448888458307744,0.0030081589500059987,NA,0.07843004333680231,0.07110728823738059,NA,NA,NA,NA,-0.06229564110944303,-0.0036473629713207334,NA,-0.038186456791258414,NA,0.24069956960830552,0.000991102145292379
